Timestamp,Age,Gender,Employee Status,Education Qualification Father,Education Qualification Mother,Income during School,Education Qualification,HS Sream,Education Loan?,School Extra Activities,School Academics,School Student Type,Enjoyed School?,Bullied in School?,School Favorite Subject,not repeated,Repeated 9th,Repeated 10th,Tuition?,Tuition Class,Dream,Teaching Satisfaction,School Teachers Caring,Bad Teacher,Regular Access to,School Sleeping Hours,Sc-Illness,Stressful School,Same Stream for Bachalors?,Course Choice Decision,College Personality Change,College Attenance,College Academic,Travel Time to college,College Sleep Change,Study Time Prefered during College,College Life,College Teaching Quality,Extra Activities Participation Change,College Teachers Accessible,College Confidence,College Social Life,College BedTime,Same Stream for Masters?,University Attenance,University Personality Change,Univ-Trav-Dist,University Extra Activities Participation Change,University Sleep time Change,University Life,University Teaching Quality,University Teachers Accessible,University Confience Level,Curent Education System Satisfaction,Change Education System?,Change at what Level?,What Kind Of Change?,Eductaion Provide Enough Knowledge?,Successfull?
03-09-2021 19:58,22,Male,Student (Unemployed),Doctorate or higher,Doctorate or higher,"above 5,00,000",Master's degree,Science,No,"Sports,Cultural,Clubs,NSS/NCC/Scouts/etc",Excellent,"Studious, Mischevous, Talkative, Cooperative, Hard Working",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,11th-12th,Scientist ,4,4,There were teachers but it did not affect my studies,"Laptop/Desktop, Own Mobile phone, Internet, Library",more than 8 hours,No,2,Same,My choice based on my own interests,No Change,75%-50%,5,less than 10mins,Less sleep,Late night,Easy and Manageable,3,Decreased,Always,5,4,12:30:00 PM,Same,75%-50%,Positive,Long distance travelling,Decreased,Less sleep,Difficult but Manageable,4,Sometimes,4,3,Yes,"School, High School, College","Up to date Syllabus in schools with newer and relevant information, Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning",No,Somewhat
03-09-2021 20:00,23,Male,Employed,Bachelor's degree,Master's degree,"above 5,00,000",Bachelor's degree,Science,No,"Sports,Cultural",Good,"Mischevous, Talkative",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, P.E/PT",not repeated,not repeated,not repeated,Yes,11th-12th,Engineer,4,5,There were teachers but it did not affect my studies,Laptop/Desktop,5-8 hours,No,2,Same,My choice based on my own interests,Negative,100%-75%,3,less 30 mins,No change,Late night,Difficult but Manageable,3,Decreased,Sometimes,4,5,01:30:00 AM,,,,,,,,,,,2,Yes,"College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information",No,Somewhat
03-09-2021 20:08,18,Male,Student (Unemployed),Higher Secondary,Secondary education or high school,"50,000-1,00,000",Higher Secondary,Science,No,Cultural,Good,"Studious, Mischevous, Talkative, Cooperative, Hard Working",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics",not repeated,not repeated,not repeated,Yes,8th-10th,Doctor,3,4,No such teachers,"Own Mobile phone, Internet",5-8 hours,No,4,Changed,My choice based on my own interests,Positive,100%-75%,3,less 30 mins,No change,Late night,Easy but Hectic,3,Remained same,Most of the time,4,4,11:00:00 AM,,,,,,,,,,,3,Yes,"School, High School, College","Offer more choices in the form of electives to students at school level, Integrating the use of internet and encouraging self learning and research, Encouraging students to participate in extra curriculars and sports",Maybe,Somewhat
03-09-2021 20:09,22,Male,Student (Unemployed),Bachelor's degree,Higher Secondary,"above 5,00,000",Master's degree,Hotel management,Yes,Cultural,Good,Cooperative,No,Yes,Language Studies(English/Hindi/Konkani/French/Portuguese),not repeated,not repeated,not repeated,No,8th-10th,Restaurant manager,5,5,There were teachers but it did not affect my studies,"Laptop/Desktop, Own Mobile phone, Internet",5-8 hours,Yes,5,Same,My choice based on my own interests,Negative,below 50%,3,less than 10mins,Less sleep,Early morning,Difficult and hectic,3,Decreased,Most of the time,3,3,12:01:00 AM,Same,100%-75%,No Change,Short distance travelling,Decreased,Less sleep,Difficult and hectic,3,Most of the time,3,3,Yes,"School, High School, College, Under Graduates, Post Graduates",No change necessary,Yes,Somewhat
03-09-2021 20:10,23,Female,Student (Employed),Higher Secondary,Bachelor's degree,"above 5,00,000",Master's degree,Science,No,"Cultural,NSS/NCC/Scouts/etc",Above Average,"Talkative, Cooperative",Yes,No,"Mathematics, Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies",not repeated,not repeated,not repeated,No,Not Attended,Teacher,4,5,No such teachers,"Laptop/Desktop, Own Mobile phone, Internet, Library",5-8 hours,Yes,2,Same,My choice based on my own interests,Positive,100%-75%,4,30 mins to 1 hour,No change,"Early morning, Late night",Easy and Manageable,4,Increased,Most of the time,3,4,10:30:00 PM,Same,75%-50%,No Change,Long distance travelling,Remained same,Less sleep,Easy but Hectic,4,Most of the time,4,2,Yes,"School, High School","Update Curriculum to Industry Standards in professional/Technical College level courses, Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning",Maybe,Somewhat
03-09-2021 20:11,23,Male,Employed,Bachelor's degree,Primary education,"50,000-1,00,000",Bachelor's degree,Science,No,Cultural,Good,Studious,Yes,Yes,"Science(Biology,Chemistry,Physics), Mathematics, Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,No,Not Attended,Engineer,3,3,There were teachers but it did not affect my studies,"Laptop/Desktop, Own Mobile phone, Internet",5-8 hours,No,1,Same,My choice based on my own interests,Positive,100%-75%,4,less 30 mins,Less sleep,Late night,Easy and Manageable,4,Increased,Always,5,3,01:00:00 AM,,,,,,,,,,,3,Yes,"School, High School, College","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Integrating the use of internet and encouraging self learning and research",No,No
03-09-2021 20:14,20,Female,Student (Unemployed),Secondary education or high school,Secondary education or high school,"50,000-1,00,000",Bachelor's degree,Arts,No,"Cultural,NSS/NCC/Scouts/etc",Above Average,"Distracting, Talkative, Assertive, Cooperative, Hard Working",Yes,No,"Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,Yes,8th-10th,Teacher,3,3,No such teachers,Own Mobile phone,5-8 hours,Yes,4,Same,My choice based on my own interests,Positive,75%-50%,3,30 mins to 1 hour,Less sleep,Late night,Easy but Hectic,4,Increased,Most of the time,4,3,12:00:00 AM,Same,75%-50%,Positive,Long distance travelling,Increased,Less sleep,Easy but Hectic,3,Most of the time,3,3,Yes,"College, Post Graduates","Up to date Syllabus in schools with newer and relevant information, Change the way students are being Tested/Evaluated",Yes,Somewhat
03-09-2021 20:24,23,Female,Student (Unemployed),Bachelor's degree,Bachelor's degree,"1,00,000-5,00,000",Master's degree,Science,No,Cultural,Average,"Talkative, Cooperative, Hard Working",Yes,No,"Science(Biology,Chemistry,Physics), Computer Studies",not repeated,not repeated,not repeated,No,Not Attended,designer,3,4,There were teachers but it did not affect my studies,Own Mobile phone,3-5 hours,Yes,3,Changed,My choice based on my own interests,Positive,75%-50%,5,less than 10mins,No change,Late night,Easy and Manageable,5,Remained same,Always,5,5,12:30:00 AM,Same,75%-50%,Negative,Long distance travelling,Remained same,Less sleep,Easy but Hectic,3,Most of the time,5,4,Yes,"College, Under Graduates, Post Graduates","Offer more choices in the form of electives to students at school level, Up to date Syllabus in schools with newer and relevant information, Integrating the use of internet and encouraging self learning and research",Maybe,Somewhat
03-09-2021 20:55,20,Female,Student (Unemployed),Secondary education or high school,Secondary education or high school,"1,00,000-5,00,000",Higher Secondary,Science,No,Cultural,Average,"Studious, Talkative, Hard Working, Quiet",No,No,"Science(Biology,Chemistry,Physics), Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Teacher,3,4,No such teachers,Internet,5-8 hours,No,3,Same,Peer/Societal Pressure,Positive,100%-75%,2,less than 10mins,More sleep,"Evening, Late night",Easy and Manageable,4,Increased,Sometimes,4,3,12:00:00 AM,,,,,,,,,,,3,Yes,"School, High School","Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",Maybe,Somewhat
03-09-2021 21:31,24,Male,Employed,Secondary education or high school,Secondary education or high school,"1,00,000-5,00,000",Master's degree,Science,No,"Sports,Cultural,Clubs,NSS/NCC/Scouts/etc",Excellent,"Studious, Mischevous, Talkative, Assertive, Cooperative",Yes,Yes,"Mathematics, Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Teacher,4,5,No such teachers,"Laptop/Desktop, Library",5-8 hours,No,2,Same,My choice based on my own interests,Positive,100%-75%,5,30 mins to 1 hour,No change,"Evening, Late night",Easy but Hectic,3,Decreased,Most of the time,5,5,01:00:00 AM,Same,100%-75%,Positive,Hostelite on campus,Decreased,No change,Easy and Manageable,4,Most of the time,5,1,Yes,"School, High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",Maybe,Yes
03-09-2021 21:35,23,Female,Student (Employed),Bachelor's degree,Higher Secondary,"1,00,000-5,00,000",Bachelor's degree,Commerce,No,Sports,Good,Cooperative,Yes,No,"Mathematics, Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",work for a corporate ,4,3,There were teachers but it did not affect my studies,Library,more than 8 hours,No,4,Same,My choice based on my own interests,Positive,100%-75%,4,less than 10mins,Less sleep,Late night,Difficult but Manageable,3,Increased,Always,3,4,11:30:00 AM,,,,,,,,,,,3,Yes,High School,"Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",Maybe,Somewhat
03-09-2021 21:35,23,Female,Student (Employed),Bachelor's degree,Higher Secondary,"1,00,000-5,00,000",Bachelor's degree,Commerce,No,Sports,Good,Cooperative,Yes,No,"Mathematics, Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",work for a corporate ,4,3,There were teachers but it did not affect my studies,Library,more than 8 hours,No,4,Same,My choice based on my own interests,Positive,100%-75%,4,less than 10mins,Less sleep,Late night,Difficult but Manageable,3,Increased,Always,3,4,11:30:00 AM,,,,,,,,,,,3,Yes,High School,"Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",Maybe,Somewhat
03-09-2021 21:36,23,Female,Employed,Secondary education or high school,Secondary education or high school,"50,000-1,00,000",Bachelor's degree,Science,No,Cultural,Average,Quiet,Yes,No,"Science(Biology,Chemistry,Physics), Computer Studies",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Engineer,3,4,No such teachers,"Laptop/Desktop, Internet, Library",5-8 hours,No,1,Same,My choice based on my own interests,Negative,100%-75%,2,30 mins to 1 hour,No change,Evening,Difficult but Manageable,2,Decreased,Most of the time,2,1,11:30:00 PM,Same,100%-75%,Negative,Short distance travelling,Decreased,No change,Difficult but Manageable,2,Sometimes,1,2,Yes,"School, High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",Maybe,No
03-09-2021 21:54,24,Female,Student (Unemployed),Primary education,Secondary education or high school,"30,00 to 50,000",Master's degree,Science,No,"Sports,Cultural,NSS/NCC/Scouts/etc",Good,"Studious, Cooperative, Hard Working, Quiet",No,No,"Science(Biology,Chemistry,Physics), Mathematics, Computer Studies",not repeated,not repeated,not repeated,Yes,"1st - 4th, 5th-7th",Nothing,4,5,There were teachers but it did not affect my studies,Library,5-8 hours,No,3,Same,My choice based on my own interests,No Change,100%-75%,3,less 30 mins,No change,"Evening, Late night",Difficult but Manageable,5,Decreased,Most of the time,3,2,12:30:00 AM,Same,75%-50%,Positive,Long distance travelling,Decreased,Less sleep,Easy but Hectic,2,Most of the time,4,2,Yes,All level,"Offer more choices in the form of electives to students at school level, Change the way students are being Tested/Evaluated, Assignments, projects should be done in school/college only and not at home. So that students can utilise their home time in doing whatever they love or spend quality time with family. Also University timings should be reduced so that students atleast get 3/4 of day to spend on their interests. Since students travel long distances so the whole day gets utilised for college and travelling only. And on top of that if students have to do assignments, projects and prepare for the exam by preparing overnight. It also affects health-wise and in lots more ways.",Maybe,Somewhat
03-09-2021 21:58,22,Male,Student (Unemployed),Secondary education or high school,Higher Secondary,"1,00,000-5,00,000",Bachelor's degree,Science,No,"Sports,Cultural",Good,"Studious, Talkative, Cooperative, Hard Working",Yes,No,"Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies",not repeated,not repeated,not repeated,Yes,11th-12th,Teacher,4,4,There were teachers but it did not affect my studies,Library,5-8 hours,No,2,Same,My choice based on my own interests,Positive,100%-75%,4,less than 10mins,Less sleep,Early morning,Difficult but Manageable,4,Remained same,Most of the time,4,3,12:00:00 AM,Same,100%-75%,Positive,Long distance travelling,Decreased,Less sleep,Difficult and hectic,4,Most of the time,4,1,Yes,"College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",Maybe,No
03-09-2021 22:14,21,Female,Student (Unemployed),No formal education,Primary education,"upto 30,000",Bachelor's degree,Arts,No,Cultural,Below Average,Talkative,Yes,Yes,"Economics ,political,history",not repeated,not repeated,not repeated,No,Not Attended,Teacher,2,1,No such teachers,Own Mobile phone,less than 3 hours,No,2,Changed,My choice based on my own interests,Positive,100%-75%,3,less than 10mins,Less sleep,Late night,Easy and Manageable,2,Increased,Sometimes,3,3,12:10:00 AM,Changed,100%-75%,Positive,Short distance travelling,Increased,No change,Easy and Manageable,2,Rarely,3,3,Yes,High School,Up to date Syllabus in schools with newer and relevant information,Maybe,No
03-09-2021 22:17,23,Male,Student (Unemployed),Secondary education or high school,Higher Secondary,"50,000-1,00,000",Bachelor's degree,Science,Yes,"Sports,NSS/NCC/Scouts/etc",Above Average,"Mischevous, Distracting, Talkative, Assertive, Cooperative",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Computer Studies",not repeated,not repeated,not repeated,Yes,11th-12th,Engineer,4,4,No such teachers,"Laptop/Desktop, Own Mobile phone, Internet",5-8 hours,No,4,Same,My choice based on my own interests,Positive,100%-75%,4,30 mins to 1 hour,No change,"Early morning, Evening",Difficult but Manageable,3,Remained same,Most of the time,4,4,11:20:00 PM,,,,,,,,,,,3,Yes,School,"Up to date Syllabus in schools with newer and relevant information, Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning",Maybe,Somewhat
03-09-2021 22:26,21,Female,Student (Unemployed),No formal education,Primary education,"upto 30,000",Bachelor's degree,Arts,No,Cultural,Below Average,Talkative,Yes,Yes,"Economics ,political,history",not repeated,not repeated,not repeated,No,Not Attended,Teacher,2,1,No such teachers,Own Mobile phone,less than 3 hours,No,2,Changed,My choice based on my own interests,Positive,100%-75%,3,less than 10mins,Less sleep,Late night,Easy and Manageable,2,Increased,Sometimes,3,3,12:10:00 AM,Changed,100%-75%,Positive,Short distance travelling,Increased,No change,Easy and Manageable,2,Rarely,3,3,Yes,High School,Up to date Syllabus in schools with newer and relevant information,Maybe,No
03-09-2021 22:31,24,Male,Employed,Bachelor's degree,Bachelor's degree,"above 5,00,000",Master's degree,Commerce,No,"Clubs,NSS/NCC/Scouts/etc",Average,"Mischevous, Cooperative, Hard Working",Yes,No,"Mathematics, Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Business man,4,5,Yes It affected my studies negatively,Laptop/Desktop,3-5 hours,No,3,Same,My choice based on my own interests,Positive,100%-75%,4,less 30 mins,Less sleep,Early morning,Easy but Hectic,4,Increased,Sometimes,4,5,03:00:00 AM,Same,75%-50%,Positive,Long distance travelling,Decreased,Less sleep,Difficult and hectic,2,Rarely,4,2,Yes,"School, High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",No,Yes
03-09-2021 23:23,24,Male,Employed,Secondary education or high school,Bachelor's degree,"1,00,000-5,00,000",Master's degree,Science,No,Sports,Good,"Studious, Quiet",No,No,"Mathematics, Social Science(Geography,History)",not repeated,not repeated,not repeated,Yes,8th-10th,Engineer,3,5,No such teachers,Library,5-8 hours,No,3,Same,My choice based on my own interests,Negative,100%-75%,3,30 mins to 1 hour,No change,Evening,Easy but Hectic,3,Decreased,Sometimes,3,2,01:00:00 AM,Same,100%-75%,No Change,Long distance travelling,Decreased,No change,Easy and Manageable,4,Most of the time,4,2,Yes,"School, High School, College, Under Graduates, Post Graduates","Offer more choices in the form of electives to students at school level, Implementing more hands on/practical learning methods over rote learning, Encouraging students to participate in extra curriculars and sports",Yes,Somewhat
03-10-2021 08:00,24,Male,Student (Unemployed),Secondary education or high school,Secondary education or high school,"50,000-1,00,000",Master's degree,Science,No,"Sports,Cultural,Clubs",Good,Assertive,Yes,No,"Science(Biology,Chemistry,Physics), Mathematics, Computer Studies",not repeated,not repeated,not repeated,Yes,11th-12th,Teacher,3,3,No such teachers,"Laptop/Desktop, Own Mobile phone, Internet",5-8 hours,No,2,Same,My choice based on my own interests,Positive,100%-75%,4,30 mins to 1 hour,Less sleep,"Early morning, Late night",Easy but Hectic,3,Increased,Most of the time,4,3,12:00:00 AM,Same,100%-75%,Positive,Long distance travelling,Increased,Less sleep,Difficult and hectic,3,Most of the time,4,3,Yes,"High School, College","Update Curriculum to Industry Standards in professional/Technical College level courses, Change the way students are being Tested/Evaluated, Encouraging students to participate in extra curriculars and sports",Maybe,Yes
03-10-2021 10:41,26,Male,Student (Employed),Secondary education or high school,Secondary education or high school,"upto 30,000",Bachelor's degree,Vocational,No,Cultural,Good,"Studious, Mischevous, Cooperative, Hard Working, Quiet",Yes,No,"Science(Biology,Chemistry,Physics), Computer Studies",not repeated,not repeated,not repeated,No,Not Attended,Engineer,4,5,There were teachers but it did not affect my studies,Laptop/Desktop,more than 8 hours,No,3,Changed,My choice based on my own interests,Positive,75%-50%,3,less than 10mins,Less sleep,"Evening, Late night",Difficult but Manageable,3,Decreased,Most of the time,4,5,12:30:00 PM,,,,,,,,,,,2,Yes,"High School, College","Update Curriculum to Industry Standards in professional/Technical College level courses, Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated",No,Somewhat
03-10-2021 11:12,22,Female,Student (Unemployed),Secondary education or high school,Bachelor's degree,"1,00,000-5,00,000",Bachelor's degree,Science,No,Not participated,Above Average,"Studious, Distracting, Cooperative, Hard Working, Quiet",No,No,"Mathematics, Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies",not repeated,not repeated,not repeated,Yes,8th-10th,Engineer,4,4,There were teachers but it did not affect my studies,"Laptop/Desktop, Own Mobile phone, Internet, Library",5-8 hours,No,4,Same,My choice based on my own interests,No Change,100%-75%,4,less 30 mins,No change,"Evening, Late night",Difficult but Manageable,3,Remained same,Sometimes,4,3,01:30:00 AM,Same,75%-50%,Negative,Remote/Distance Learning,Decreased,No change,Difficult but Manageable,4,Sometimes,3,2,Yes,"School, High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information, Implementing more hands on/practical learning methods over rote learning",Maybe,Somewhat
03-10-2021 19:10,23,Female,Student (Employed),Master's degree,Bachelor's degree,"1,00,000-5,00,000",Master's degree,Science,No,Cultural,Average,Distracting,No,No,Mathematics,not repeated,not repeated,not repeated,Yes,10th and 11th,Nothing,3,3,No such teachers,Library,more than 8 hours,No,2,Same,Parents Choice,No Change,100%-75%,2,less 30 mins,No change,Late night,Easy and Manageable,3,Remained same,Most of the time,1,1,01:00:00 AM,Same,100%-75%,Positive,Long distance travelling,Increased,Less sleep,Difficult and hectic,2,Most of the time,2,2,Yes,High School,"Offer more choices in the form of electives to students at school level, Change the way students are being Tested/Evaluated, Encouraging students to participate in extra curriculars and sports",Maybe,Somewhat
03-11-2021 20:16,18,Male,Student (Unemployed),Higher Secondary,Secondary education or high school,"50,000-1,00,000",Higher Secondary,Science,No,Cultural,Good,"Studious, Mischevous, Talkative, Cooperative, Hard Working",Yes,No,"Science(Biology,Chemistry,Physics), Mathematics",not repeated,not repeated,not repeated,Yes,8th-10th,Doctor,3,4,No such teachers,"Own Mobile phone, Internet",5-8 hours,No,4,Changed,My choice based on my own interests,Positive,100%-75%,3,less 30 mins,No change,Late night,Easy but Hectic,3,Remained same,Most of the time,4,4,11:00:00 AM,,,,,,,,,,,3,Yes,"School, High School, College","Offer more choices in the form of electives to students at school level, Integrating the use of internet and encouraging self learning and research, Encouraging students to participate in extra curriculars and sports",Maybe,Somewhat
03-12-2021 10:13,22,Female,Employed,Secondary education or high school,Bachelor's degree,"1,00,000-5,00,000",Bachelor's degree,Science,No,Not participated,Good,"Talkative, Cooperative, Quiet",Yes,No,"Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies",not repeated,not repeated,not repeated,Yes,"11th-12th, Just 10th",Nothing in particular ,3,4,There were teachers but it did not affect my studies,"Own Mobile phone, Internet",5-8 hours,No,3,Same,My choice based on my own interests,No Change,75%-50%,4,less 30 mins,No change,"Early morning, Evening",Easy and Manageable,3,Remained same,Most of the time,3,3,12:30:00 AM,,,,,,,,,,,2,Yes,School,"Offer more choices in the form of electives to students at school level, Update Curriculum to Industry Standards in professional/Technical College level courses, Up to date Syllabus in schools with newer and relevant information",Maybe,Somewhat
3/23/2021 11:45:22,23,Male,Student (Unemployed),Master's degree,Master's degree,"above 5,00,000",Bachelor's degree,Science,No,"Clubs,NSS/NCC/Scouts/etc",Good,"Studious, Talkative, Cooperative, Quiet",Yes,Yes,"Science(Biology,Chemistry,Physics), Mathematics, P.E/PT",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Engineer,4,5,There were teachers but it did not affect my studies,Library,more than 8 hours,Yes,3,Same,My choice based on my own interests,Positive,100%-75%,4,30 mins to 1 hour,No change,"Early morning, Evening, Late night",Difficult but Manageable,5,Increased,Most of the time,4,5,12:00:00 PM,Same,100%-75%,Positive,Long distance travelling,Decreased,Less sleep,Difficult but Manageable,4,Sometimes,4,4,Yes,"High School, College, Under Graduates","Up to date Syllabus in schools with newer and relevant information, Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning",Maybe,Somewhat
3/23/2021 11:52:58,21,Male,Student (Unemployed),Vocational qualification,Bachelor's degree,"30,00 to 50,000",Master's degree,Arts,No,"Sports,Cultural",Good,"Studious, Cooperative, Hard Working, Quiet",Yes,No,"Social Science(Geography,History), Language Studies(English/Hindi/Konkani/French/Portuguese)",not repeated,not repeated,not repeated,No,Not Attended,Teacher,4,4,No such teachers,"Laptop/Desktop, Own Mobile phone, Internet, Library",5-8 hours,No,1,Same,My choice based on my own interests,No Change,75%-50%,4,less 30 mins,No change,Evening,Easy and Manageable,5,Increased,Most of the time,3,4,12:00:00 AM,Same,100%-75%,No Change,Long distance travelling,Remained same,No change,Easy and Manageable,5,Most of the time,4,4,Yes,"High School, Under Graduates","Up to date Syllabus in schools with newer and relevant information, Change the way students are being Tested/Evaluated",Maybe,Somewhat
3/23/2021 11:57:43,21,Male,Student (Unemployed),Primary education,Primary education,"30,00 to 50,000",Bachelor's degree,Arts,No,"Sports,Cultural,NSS/NCC/Scouts/etc,Social work",Average,"Talkative, Cooperative, Hard Working",Yes,Yes,"Language Studies(English/Hindi/Konkani/French/Portuguese), P.E/PT",not repeated,not repeated,not repeated,No,"1st - 4th, 5th-7th",Teacher,5,5,No such teachers,Own Mobile phone,5-8 hours,No,1,Same,My choice based on my own interests,Positive,100%-75%,2,30 mins to 1 hour,No change,Evening,Difficult but Manageable,5,Increased,Always,5,5,12:00:00 PM,Same,100%-75%,No Change,Long distance travelling,Decreased,No change,Difficult but Manageable,5,Most of the time,3,4,Yes,Under Graduates,"Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning, Encouraging students to participate in extra curriculars and sports",Maybe,Somewhat
3/23/2021 12:03:04,23,Male,Student (Unemployed),Higher Secondary,Higher Secondary,"1,00,000-5,00,000",Master's degree,Commerce,No,"Sports,Cultural,Clubs,NSS/NCC/Scouts/etc",Good,"Mischevous, Distracting, Talkative, Cooperative, Hard Working",Yes,No,"Language Studies(English/Hindi/Konkani/French/Portuguese), Computer Studies, P.E/PT",not repeated,not repeated,not repeated,Yes,"1st - 4th, 5th-7th, 8th-10th, 11th-12th",Police,3,4,There were teachers but it did not affect my studies,Library,5-8 hours,No,1,Same,My choice based on my own interests,Positive,100%-75%,3,less than 10mins,More sleep,Early morning,Easy and Manageable,3,Increased,Most of the time,3,5,01:00:00 AM,Changed,75%-50%,Positive,Long distance travelling,Increased,Less sleep,Difficult but Manageable,3,Sometimes,4,3,Yes,"School, High School, College, Under Graduates, Post Graduates","Implementing more hands on/practical learning methods over rote learning, Change the way students are being Tested/Evaluated, Encouraging students to participate in extra curriculars and sports",No,Somewhat
3/23/2021 12:07:55,22,Female,Student (Unemployed),Secondary education or high school,Higher Secondary,"1,00,000-5,00,000",Master's degree,Science,No,"Cultural,NSS/NCC/Scouts/etc",Good,Hard Working,Yes,No,"Science(Biology,Chemistry,Physics)",not repeated,not repeated,not repeated,Yes,"8th-10th, 11th-12th",Doctor,3,4,There were teachers but it did not affect my studies,Library,5-8 hours,Yes,3,Same,Parents Choice,Positive,75%-50%,4,less 30 mins,No change,Late night,Difficult but Manageable,5,Increased,Most of the time,4,3,10:30:00 PM,Same,75%-50%,Negative,Long distance travelling,Decreased,Less sleep,Difficult and hectic,4,Sometimes,3,3,Yes,"School, High School, College, Under Graduates, Post Graduates","Update Curriculum to Industry Standards in professional/Technical College level courses, Integrating the use of internet and encouraging self learning and research, Implementing more hands on/practical learning methods over rote learning",No,Somewhat
3/23/2021 13:28:05,22,Female,Student (Unemployed),Higher Secondary,Secondary education or high school,"1,00,000-5,00,000",Master's degree,Science,Yes,Sports,Average,"Studious, Distracting, Talkative, Cooperative, Hard Working",No,No,"Science(Biology,Chemistry,Physics), Mathematics",not repeated,not repeated,not repeated,Yes,"11th-12th, 10th",Teacher,3,2,There were teachers but it did not affect my studies,Own Mobile phone,5-8 hours,No,5,Same,My choice based on my own interests,Negative,100%-75%,2,30 mins to 1 hour,Less sleep,Late night,Difficult and hectic,2,Decreased,Sometimes,4,5,12:00:00 AM,Same,100%-75%,No Change,Long distance travelling,Decreased,Less sleep,Difficult and hectic,2,Most of the time,4,1,Yes,"School, High School, College, Under Graduates, Post Graduates","Offer more choices in the form of electives to students at school level, Change the way students are being Tested/Evaluated, Encouraging students to participate in extra curriculars and sports",Maybe,Yes
